CETCode,College,Location,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,,,,
E077,Vidya Vikas Institute of Engineering and Technology ,"Alanahally, Mysore",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137296,--,--,--,--,--,--,--,--,,,,
E077,Vidya Vikas Institute of Engineering and Technology ,"Alanahally, Mysore",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138691,--,--,--,--,--,--,--,--,,,,
E077,Vidya Vikas Institute of Engineering and Technology ,"Alanahally, Mysore",IE,--,--,--,114635,--,--,95221,--,--,97310,--,--,100088,--,--,86370,90816,112737,--,--,--,140288,--,--,,,,
E077,Vidya Vikas Institute of Engineering and Technology ,"Alanahally, Mysore",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139828,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",AU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137887,--,--,--,--,--,--,--,--,,,,
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",BT,--,--,--,140860,--,--,103803,--,--,102118,--,--,--,--,--,94114,--,--,114210,--,--,132978,--,--,,,,
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140671,--,--,--,--,--,--,--,--,,,,
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",CS,36824,--,--,54312,--,82567,45495,--,--,35145,--,--,37701,--,57532,34762,37952,55480,107116,--,--,83399,--,--,,,,
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139483,--,--,--,--,--,--,--,--,,,,
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140651,--,--,--,--,--,--,--,--,,,,
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",IE,90265,--,--,113735,--,--,81748,--,--,81158,--,--,96296,--,--,72722,--,109093,127240,--,--,132867,--,--,,,,
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140509,--,--,--,--,--,--,--,--,,,,
E078,The Oxford College of Engineering,"Hosur Road, Bengaluru",MT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,117636,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E079,Acharya Institute of Technology ,"Hessarghatta Road,Bengaluru",AE,--,--,--,27459,--,--,23706,--,--,22336,--,--,21306,--,--,19902,27835,23757,45852,--,--,23735,--,27817,,,,
E079,Acharya Institute of Technology ,"Hessarghatta Road,Bengaluru",AU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130999,--,--,--,--,--,--,--,--,,,,
E079,Acharya Institute of Technology ,"Hessarghatta Road,Bengaluru",BT,71489,--,--,66915,--,--,61356,--,--,59040,--,--,69311,--,--,53433,--,84250,116299,--,--,--,--,--,,,,
E079,Acharya Institute of Technology ,"Hessarghatta Road,Bengaluru",CE,107869,--,--,139234,--,--,118930,--,--,126747,--,--,116513,--,--,92067,103053,113145,128545,--,--,116970,--,--,,,,
E079,Acharya Institute of Technology ,"Hessarghatta Road,Bengaluru",CS,24395,--,29207,31179,34065,42341,22996,--,--,20221,--,--,18518,--,22634,17516,20742,21567,51082,--,87036,32272,--,--,,,,
E079,Acharya Institute of Technology ,"Hessarghatta Road,Bengaluru",EC,30248,--,--,36692,--,61716,43327,--,--,24218,--,--,30703,--,34808,24061,30435,31894,136865,--,--,59469,--,--,,,,
E079,Acharya Institute of Technology ,"Hessarghatta Road,Bengaluru",EE,46316,--,--,58595,--,61460,58613,--,--,41315,--,--,45787,61286,--,40057,46321,47370,108880,--,--,--,--,--,,,,
E079,Acharya Institute of Technology ,"Hessarghatta Road,Bengaluru",IE,42993,57644,65655,43454,--,58218,42771,--,--,26834,--,--,26146,--,--,25062,29793,36271,112619,--,--,55404,--,--,,,,
E079,Acharya Institute of Technology ,"Hessarghatta Road,Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135949,--,--,--,--,--,--,--,--,,,,
E079,Acharya Institute of Technology ,"Hessarghatta Road,Bengaluru",MN,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,132316,--,--,--,--,--,--,--,--,,,,
E079,Acharya Institute of Technology ,"Hessarghatta Road,Bengaluru",MT,--,--,--,126370,--,--,--,--,--,56169,--,--,56758,--,--,51756,73228,119685,132354,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E081, H M S Institute of Technology ,"Kyathasandra,Tumakuru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E081, H M S Institute of Technology ,"Kyathasandra,Tumakuru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137882,--,--,--,--,--,--,--,--,,,,
E081, H M S Institute of Technology ,"Kyathasandra,Tumakuru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E081, H M S Institute of Technology ,"Kyathasandra,Tumakuru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E081, H M S Institute of Technology ,"Kyathasandra,Tumakuru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E082,J S S Academy of Technical Education," Dr.Vishnuvardhan Rd, Srinivapura Post, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136201,--,--,--,--,--,--,--,--,,,,
E082,J S S Academy of Technical Education," Dr.Vishnuvardhan Rd, Srinivapura Post, Bengaluru",CS,19108,--,26007,21269,33491,39964,22267,--,107362,15619,--,--,15266,--,27638,12633,24353,23215,71622,--,83217,33547,--,--,,,,
E082,J S S Academy of Technical Education," Dr.Vishnuvardhan Rd, Srinivapura Post, Bengaluru",EC,34026,--,49227,43330,--,95455,38755,--,--,22759,--,--,24344,76496,31948,21174,39700,31623,125194,--,--,59986,--,--,,,,
E082,J S S Academy of Technical Education," Dr.Vishnuvardhan Rd, Srinivapura Post, Bengaluru",EI,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,129447,--,--,--,--,--,--,--,--,,,,
E082,J S S Academy of Technical Education," Dr.Vishnuvardhan Rd, Srinivapura Post, Bengaluru",IE,23275,--,--,25896,--,70071,52817,--,--,20354,45278,--,19908,--,--,16185,35974,28215,122515,--,--,80660,--,--,,,,
E082,J S S Academy of Technical Education," Dr.Vishnuvardhan Rd, Srinivapura Post, Bengaluru",IM,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139658,--,--,--,--,--,--,--,--,,,,
E082,J S S Academy of Technical Education," Dr.Vishnuvardhan Rd, Srinivapura Post, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140056,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E083,H.K.B.K.College of Engineering ,"Nagavara, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,89111,--,--,--,--,--,--,--,--,,,,
E083,H.K.B.K.College of Engineering ,"Nagavara, Bengaluru",CS,95676,--,--,134700,--,--,70340,--,--,91477,--,--,93493,--,--,65286,120511,109819,133997,--,--,--,--,--,,,,
E083,H.K.B.K.College of Engineering ,"Nagavara, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137498,--,--,--,--,--,--,--,--,,,,
E083,H.K.B.K.College of Engineering ,"Nagavara, Bengaluru",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140521,--,--,--,--,--,--,--,--,,,,
E083,H.K.B.K.College of Engineering ,"Nagavara, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,96653,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E085,APS College of Engineering,"Somanahalli, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,121278,--,--,--,--,--,--,--,--,,,,
E085,APS College of Engineering,"Somanahalli, Bengaluru",CS,71091,--,--,118276,--,--,93250,--,--,57572,--,--,54835,--,--,54738,--,57963,128312,--,--,--,--,--,,,,
E085,APS College of Engineering,"Somanahalli, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135637,--,--,--,--,--,--,--,--,,,,
E085,APS College of Engineering,"Somanahalli, Bengaluru",IE,118557,--,--,129022,--,--,--,--,--,129260,--,--,139221,--,--,116771,--,--,138299,--,--,--,--,--,,,,
E085,APS College of Engineering,"Somanahalli, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81177,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E086,Sri Sairam College of Engineering(Formerly Shirdi Sai Engg) ,"Anekal,Bengaluru",CS,--,--,--,132371,--,--,137802,--,--,132265,--,--,126358,--,--,118874,--,--,139623,--,--,125731,--,--,,,,
E086,Sri Sairam College of Engineering(Formerly Shirdi Sai Engg) ,"Anekal,Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,133933,--,--,--,--,--,--,--,--,,,,
E086,Sri Sairam College of Engineering(Formerly Shirdi Sai Engg) ,"Anekal,Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138378,--,--,--,--,--,--,--,--,,,,
E086,Sri Sairam College of Engineering(Formerly Shirdi Sai Engg) ,"Anekal,Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137407,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E087,Vivekananada Institute of Technology,"Kumbalagodu, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,113001,--,--,--,--,--,--,--,--,,,,
E087,Vivekananada Institute of Technology,"Kumbalagodu, Bengaluru",CS,74163,--,--,120856,--,--,80627,--,--,92083,--,--,92005,--,--,73107,112480,126565,140512,--,--,140824,--,--,,,,
E087,Vivekananada Institute of Technology,"Kumbalagodu, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140256,--,--,--,--,--,--,--,--,,,,
E087,Vivekananada Institute of Technology,"Kumbalagodu, Bengaluru",IE,--,--,--,138650,--,--,138184,--,--,135016,--,--,--,--,--,134338,--,--,--,--,--,--,--,--,,,,
E087,Vivekananada Institute of Technology,"Kumbalagodu, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,128578,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E088,Bangalore College of Engineering and Technology ,"Chandapura, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135976,--,--,--,--,--,--,--,--,,,,
E088,Bangalore College of Engineering and Technology ,"Chandapura, Bengaluru",CS,--,--,--,95326,--,--,--,--,--,--,--,--,82723,--,--,77345,--,--,--,--,--,--,--,--,,,,
E088,Bangalore College of Engineering and Technology ,"Chandapura, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,98188,--,--,--,--,--,--,--,--,,,,
E088,Bangalore College of Engineering and Technology ,"Chandapura, Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,103711,--,--,--,--,--,--,--,--,,,,
E088,Bangalore College of Engineering and Technology ,"Chandapura, Bengaluru",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135714,--,--,--,--,--,--,--,--,,,,
E088,Bangalore College of Engineering and Technology ,"Chandapura, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,101956,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E089,B T L Institute of Technology and Management,"Bommasandra Industrial Area, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E089,B T L Institute of Technology and Management,"Bommasandra Industrial Area, Bengaluru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E089,B T L Institute of Technology and Management,"Bommasandra Industrial Area, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E089,B T L Institute of Technology and Management,"Bommasandra Industrial Area, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E090,Sri Revana Siddeswara Institute of Technology,"Chikkajala,Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E090,Sri Revana Siddeswara Institute of Technology,"Chikkajala,Bengaluru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139244,--,--,--,--,--,--,--,--,,,,
E090,Sri Revana Siddeswara Institute of Technology,"Chikkajala,Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,101123,--,--,--,--,--,--,--,--,,,,
E090,Sri Revana Siddeswara Institute of Technology,"Chikkajala,Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E091,K S Institute of Technology,"Raghuvanahalli, Bengaluru",CS,41951,--,--,53064,--,63543,60200,--,--,30853,--,--,35656,--,--,28750,32968,45776,131349,--,--,67214,--,--,,,,
E091,K S Institute of Technology,"Raghuvanahalli, Bengaluru",EC,74217,--,--,130318,--,--,66346,--,--,64894,--,--,71236,--,--,55199,78536,77536,120749,--,--,119408,--,--,,,,
E091,K S Institute of Technology,"Raghuvanahalli, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140881,--,-- --,--,--,--,--,--,,,,,
E091,K S Institute of Technology,"Raghuvanahalli, Bengaluru",TC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,117096,--,-- --,--,--,--,--,--,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E092,Vemana Institute of Technology ,"Koramangala, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140296,--,--,--,--,--,--,--,--,,,,
E092,Vemana Institute of Technology ,"Koramangala, Bengaluru",CS,59635,--,--,70398,--,--,56646,--,--,44797,--,68642,67325,--,--,44447,134344,53297,121000,--,--,74650,--,--,,,,
E092,Vemana Institute of Technology ,"Koramangala, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134565,--,--,--,--,--,--,--,--,,,,
E092,Vemana Institute of Technology ,"Koramangala, Bengaluru",IE,103616,--,--,122435,--,--,95296,--,--,89993,--,--,140008,--,--,79881,109194,104837,125666,--,--,91569,--,--,,,,
E092,Vemana Institute of Technology ,"Koramangala, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136116,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E093,Basavakalyana Engineering College ,"Basavakalyana, Bidar",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E093,Basavakalyana Engineering College ,"Basavakalyana, Bidar",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,121081,--,--,--,--,--,--,--,--,,,,
E093,Basavakalyana Engineering College ,"Basavakalyana, Bidar",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,88695,--,--,--,--,--,--,--,--,,,,
E093,Basavakalyana Engineering College ,"Basavakalyana, Bidar",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E094,Coorg Institute of Technology,"Ponnampet,Kodagu",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127485,--,--,--,--,--,--,--,--,,,,
E094,Coorg Institute of Technology,"Ponnampet,Kodagu",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136307,--,--,--,--,--,--,--,--,,,,
E094,Coorg Institute of Technology,"Ponnampet,Kodagu",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134400,--,--,--,--,--,--,--,--,,,,
E094,Coorg Institute of Technology,"Ponnampet,Kodagu",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E095,AMC Engineering College ,"Bannerghatta Main Rd, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135785,--,--,--,--,--,--,--,--,,,,
E095,AMC Engineering College ,"Bannerghatta Main Rd, Bengaluru",CS,74248,--,--,90790,--,--,45654,--,115069,54639,--,--,59262,--,--,42796,90524,104594,121532,--,--,115803,--,--,,,,
E095,AMC Engineering College ,"Bannerghatta Main Rd, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138004,--,--,--,--,--,--,--,--,,,,
E095,AMC Engineering College ,"Bannerghatta Main Rd, Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137613,--,--,--,--,--,--,--,--,,,,
E095,AMC Engineering College ,"Bannerghatta Main Rd, Bengaluru",IE,129026,--,--,132478,--,--,109006,--,--,127413,--,--,101024,--,--,95140,128018,--,137897,--,--,--,--,--,,,,
E095,AMC Engineering College ,"Bannerghatta Main Rd, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,128918,--,--,--,--,--,--,--,--,,,,
E095,AMC Engineering College ,"Bannerghatta Main Rd, Bengaluru",MT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137514,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E096,East Point College of Engineering and Technology,"Virgo Nagar, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139036,--,--,--,--,--,--,--,--,,,,
E096,East Point College of Engineering and Technology,"Virgo Nagar, Bengaluru",CS,127083,--,--,83066,--,--,83479,--,--,58544,--,--,80152,--,--,58193,--,100904,124319,--,140177112169,,--,--,,,,
E096,East Point College of Engineering and Technology,"Virgo Nagar, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136339,--,--,--,--,--,--,--,--,,,,
E096,East Point College of Engineering and Technology,"Virgo Nagar, Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66182,--,--,--,--,--,--,--,--,,,,
E096,East Point College of Engineering and Technology,"Virgo Nagar, Bengaluru",IE,--,--,--,--,--,--,--,--,--,134555,--,--,--,--,--,120833,--,134869,129878,--,--,--,--,--,,,,
E096,East Point College of Engineering and Technology,"Virgo Nagar, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,129313,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E097,C M R Institute of Technology,"Brookefield, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139344,--,--,--,--,--,--,--,--,,,,
E097,C M R Institute of Technology,"Brookefield, Bengaluru",CS,29886,--,--,26880,58234,56031,21164,--,--,15762,--,--,17921,--,24604,13889,26612,24489,66795,--,140768,46548,--,--,,,,
E097,C M R Institute of Technology,"Brookefield, Bengaluru",EC,49766,--,--,65652,--,--,54729,--,--,30747,--,--,34241,--,40962,26514,123696,40397,134780,--,--,50029,--,--,,,,
E097,C M R Institute of Technology,"Brookefield, Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135841,--,--,--,--,--,--,--,--,,,,
E097,C M R Institute of Technology,"Brookefield, Bengaluru",IE,36642,--,64078,35589,--,73798,38857,--,--,23266,--,--,28527,67875,40959,21910,39317,36139,82106,--,--,104214,--,--,,,,
E097,C M R Institute of Technology,"Brookefield, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137780,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E098,Atria Institute of Technology,"Hebbal, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123351,--,--,--,--,--,--,--,--,,,,
E098,Atria Institute of Technology,"Hebbal, Bengaluru",CS,43744,--,105862,46371,99540,50388,49306,--,--,33965,--,--,38885,--,100123,32252,52607,48588,113021,--,--,70287,--,--,,,,
E098,Atria Institute of Technology,"Hebbal, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134402,--,--,--,--,--,--,--,--,,,,
E098,Atria Institute of Technology,"Hebbal, Bengaluru",IE,66501,--,--,86856,--,--,56134,--,--,55582,--,--,70746,--,--,50680,--,57334,138645,--,--,127804,--,--,,,,
E098,Atria Institute of Technology,"Hebbal, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136053,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E099,New Horizon College of Engineering ,"Kadabeesanahalli, Bengaluru",AU,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137902,--,--,--,--,--,--,--,--,,,,
E099,New Horizon College of Engineering ,"Kadabeesanahalli, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135075,--,--,--,--,--,--,--,--,,,,
E099,New Horizon College of Engineering ,"Kadabeesanahalli, Bengaluru",CS,18836,--,--,17682,22247,35741,21412,--,--,12804,--,--,13482,--,24252,10896,17010,21090,32828,46017,61765,20832,--,--,,,,
E099,New Horizon College of Engineering ,"Kadabeesanahalli, Bengaluru",EC,17192,58059,--,26262,--,50097,41167,--,--,17710,--,31243,18314,--,--,16761,24590,27607,54021,--,59505,24150,--,--,,,,
E099,New Horizon College of Engineering ,"Kadabeesanahalli, Bengaluru",EE,47377,--,--,83847,--,--,54925,--,--,74615,--,--,46472,--,--,43838,105938,100682,81836,--,--,--,--,--,,,,
E099,New Horizon College of Engineering ,"Kadabeesanahalli, Bengaluru",IE,35216,--,40869,39260,--,42457,21897,--,77947,21052,35779,--,21827,--,40472,19570,23667,28561,54043,--,66299,51178,--,--,,,,
E099,New Horizon College of Engineering ,"Kadabeesanahalli, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140914,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E100,K N S Institute of Technology ,"Uttarahalli Hobli, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E100,K N S Institute of Technology ,"Uttarahalli Hobli, Bengaluru",CS,130375,--,--,126113,--,--,124775,--,--,126764,--,--,123791,--,--,112848,--,--,140662,--,--,128426,--,--,,,,
E100,K N S Institute of Technology ,"Uttarahalli Hobli, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130166,--,--,--,--,--,--,--,--,,,,
E100,K N S Institute of Technology ,"Uttarahalli Hobli, Bengaluru",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125417,--,--,--,--,--,--,--,--,,,,
E100,K N S Institute of Technology ,"Uttarahalli Hobli, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
